,Year,Change in Temperature (°C),Type,Scenario
305,1859.0,-0.6765379314203983,gcm data point,historical
306,1859.0,-1.3790673240709452,gcm data point,historical
307,1859.0,-4.242734791242583,gcm data point,historical
308,1859.0,-1.9750110321751322,gcm data point,historical
309,1859.0,-1.2357813084067857,gcm data point,historical
310,1860.0,0.16635298748940386,gcm data point,historical
311,1860.0,-3.548137516719862,gcm data point,historical
312,1860.0,-2.4153582764550947,gcm data point,historical
313,1860.0,-1.0295513490019061,gcm data point,historical
314,1860.0,-2.011487940054053,gcm data point,historical
315,1860.0,0.4055596183781063,gcm data point,historical
316,1860.0,0.9094512638588412,gcm data point,historical
317,1860.0,0.2641452261526638,gcm data point,historical
318,1860.0,-2.259704822512674,gcm data point,historical
319,1860.0,-0.5547163817303158,gcm data point,historical
320,1860.0,-1.8925567899876796,gcm data point,historical
321,1860.0,-2.204733935034369,gcm data point,historical
322,1860.0,-2.8107717224963835,gcm data point,historical
323,1860.0,-3.5122231914090776,gcm data point,historical
324,1860.0,-3.9101416952340173,gcm data point,historical
325,1860.0,-1.5522534316535257,gcm data point,historical
326,1860.0,-2.7685542853730567,gcm data point,historical
327,1860.0,-0.9818432419414762,gcm data point,historical
328,1860.0,-2.4451918680566678,gcm data point,historical
329,1860.0,-5.302337062970764,gcm data point,historical
330,1860.0,-4.99852600836698,gcm data point,historical
331,1860.0,-2.7028282257923024,gcm data point,historical
332,1860.0,0.002248675452790394,gcm data point,historical
333,1860.0,-0.9068462377755395,gcm data point,historical
334,1860.0,-4.567240718247831,gcm data point,historical
335,1860.0,1.6769169330991076,gcm data point,historical
336,1860.0,0.3068042277550944,gcm data point,historical
337,1860.0,-1.5725178830332993,gcm data point,historical
338,1860.0,-1.3185248708281279,gcm data point,historical
339,1860.0,-0.5844113488255971,gcm data point,historical
340,1860.0,-0.9878292367108088,gcm data point,historical
341,1861.0,0.29804011716339573,gcm data point,historical
342,1861.0,-3.7843193945676603,gcm data point,historical
343,1861.0,-2.695753644467459,gcm data point,historical
344,1861.0,-2.1852379644574285,gcm data point,historical
345,1861.0,-1.6063294022255832,gcm data point,historical
346,1861.0,1.7391076626219046,gcm data point,historical
347,1861.0,0.8421619316376905,gcm data point,historical
348,1861.0,1.9517078457815842,gcm data point,historical
349,1861.0,0.15097336552980778,gcm data point,historical
350,1861.0,-2.8164523757624806,gcm data point,historical
351,1861.0,-2.419740558840772,gcm data point,historical
352,1861.0,-1.940054389976865,gcm data point,historical
353,1861.0,-3.3164432536649997,gcm data point,historical
354,1861.0,-4.010695609621962,gcm data point,historical
355,1861.0,-3.7021159363636116,gcm data point,historical
356,1861.0,-1.9757719448162447,gcm data point,historical
357,1861.0,-1.6854088019476876,gcm data point,historical
358,1861.0,-0.6267329763393263,gcm data point,historical
359,1861.0,-2.5820136621996426,gcm data point,historical
360,1861.0,-5.200109210830874,gcm data point,historical
361,1861.0,-4.944798797611895,gcm data point,historical
362,1861.0,-2.896163440839473,gcm data point,historical
363,1861.0,0.09671016939000765,gcm data point,historical
364,1861.0,-1.167554858482731,gcm data point,historical
365,1861.0,-4.821765483824436,gcm data point,historical
366,1861.0,1.8695875460405773,gcm data point,historical
367,1861.0,-0.5228198441275822,gcm data point,historical
368,1861.0,-1.9827283024112603,gcm data point,historical
369,1861.0,-2.6913577533032367,gcm data point,historical
370,1861.0,-1.2119998256865188,gcm data point,historical
371,1861.0,-1.3746973708796304,gcm data point,historical
372,1862.0,0.8954071138438167,gcm data point,historical
373,1862.0,-3.543553424685797,gcm data point,historical
374,1862.0,-2.391620353186397,gcm data point,historical
